bssid,ssid,lat,lon,obs_count,last_seen,sqlite_filename
F0:AB:54:B4:11:9B,WiFi Hotspot 1,43.023440045495775,-83.69680329711687,3,2025-04-14 22:40:40+00,s22.sqlite
F8:1A:2B:2C:E2:63,Twisted Burger complete,42.99021751583415,-83.73747753207121,3,2025-09-06 20:51:07+00,s22.sqlite
F8:96:FE:01:62:97,myChevrolet7806,43.023725,-83.69674333333333,3,2024-10-10 21:12:22+00,s22.sqlite
FA:6D:CC:EA:C3:AC,myGMC C3AC,43.02340689179657,-83.69693109064859,3,2025-04-27 16:07:07+00,j24.sqlite
00:14:3E:61:0C:D0,1988,43.02339839588713,-83.69682653034882,3,2025-01-26 19:48:49+00,j24.sqlite
00:54:AF:61:DF:A6,HotspotDFA6,43.02347718527603,-83.69690167237779,3,2024-04-10 17:56:08+00,s22.sqlite
00:54:AF:66:6E:6F,Hotspot6E6F,43.02357666666667,-83.69687166666667,3,2024-06-03 20:09:30+00,s22.sqlite
00:54:AF:BA:19:97,Hotspot1997,43.02362166666667,-83.69663,3,2024-05-31 17:09:21+00,s22.sqlite
00:6F:F2:5F:C9:9C,WiFi Hotspot 3963,43.02167587998106,-83.6972067549456,3,2024-10-07 21:28:18+00,j24.sqlite
00:92:A5:A5:3D:E5,myChevrolet 0643,43.022641803155274,-83.6961249149393,3,2024-04-13 22:21:35+00,s22.sqlite
02:24:A5:23:EF:B5,myChevrolet1047,43.02346666666667,-83.69677333333333,3,2024-06-01 15:37:01+00,s22.sqlite
02:24:A5:24:8E:7D,myChevrolet 8312,42.98112625699739,-83.75859419868671,3,2024-04-13 21:43:29+00,s22.sqlite
02:24:A5:29:94:E7,myChevrolet 3801,42.9740147722066,-83.69278994136148,3,2024-03-24 22:35:54+00,s22.sqlite
02:24:A5:29:A3:B3,myGMC8688,43.020472141040884,-83.69261001940156,3,2024-04-10 15:00:08+00,s22.sqlite
02:24:A5:2A:F2:DB,myChevrolet5634,43.02096252266671,-83.69680084279425,3,2024-04-26 21:51:36+00,s22.sqlite
02:92:A5:12:CC:DD,myBuick4254,42.981673337113826,-83.75662728039408,3,2024-03-24 20:20:02+00,s22.sqlite
02:CB:7A:C3:D9:B5,Odyssey1219,43.02684304461295,-83.69844898284872,3,2024-04-28 17:39:06+00,s22.sqlite
0A:1F:A1:C1:34:CE,iPhone,43.023810605065826,-83.6931327347631,3,2024-10-10 22:22:59+00,j24.sqlite
0C:CF:89:8B:0F:92,woodenkeg50004035,42.98062999480955,-83.71263833927367,3,2024-03-24 22:31:19+00,s22.sqlite
12:E8:A7:02:C3:9E,red,43.023426666666666,-83.69675333333335,3,2024-05-29 21:34:50+00,s22.sqlite
12:E8:A7:86:FD:F8,myChevrolet FDF8,43.02354083808169,-83.69423419601574,3,2024-05-29 17:40:31+00,s22.sqlite
16:4E:AF:CD:8F:D9,myChevrolet,42.981743744732874,-83.75658059197141,3,2024-04-13 21:42:56+00,s22.sqlite
16:E6:15:1C:4A:9B,Planted’s iPad (2),42.99662972043175,-83.7064421006255,3,2024-03-31 19:16:54+00,s22.sqlite
18:9C:27:A3:B8:53,HOME-3D46,43.023826366213044,-83.69237160640317,3,2024-04-08 21:59:38+00,s22.sqlite
18:E8:29:94:07:FF,DMBurr,42.98564508911414,-83.74752666324362,3,2024-04-27 22:49:06+00,s22.sqlite
1C:F2:9A:AD:18:DF,chicksnetwork,43.010780660786594,-83.67188688905892,3,2024-04-27 22:58:06+00,s22.sqlite
22:64:1F:4D:DB:29,Master TV,43.026260611604634,-83.69727675054067,3,2024-04-28 18:16:24+00,s22.sqlite
22:AD:56:44:1E:0D,Hotspot1E0D,43.02349625753679,-83.69667640624968,3,2024-05-28 01:57:21+00,s22.sqlite
2A:03:EB:1D:05:8E,myChevrolet5092,43.02345832917632,-83.69678999997826,3,2024-04-28 22:23:23+00,s22.sqlite
2C:C5:D3:60:5E:58,MTA-Guest,43.01327388347315,-83.65341590042931,3,2024-04-27 22:56:49+00,s22.sqlite
30:E1:71:DF:1C:BD,DIRECT-BC-HP ENVY 5660 series,43.01642447427952,-83.68938251923781,3,2024-04-27 23:01:32+00,s22.sqlite
40:2B:50:10:B2:40,ATTKGyjGuI,43.023924217229194,-83.6919468597949,3,2024-04-08 22:20:43+00,s22.sqlite
40:ED:00:47:96:DA,LB Flint Bridge 2.4,43.03350180007998,-83.69348405861781,3,2024-10-10 22:08:07+00,j24.sqlite
46:E4:EE:21:AE:B7,myChevrolet,43.023723954828,-83.69320670845721,3,2024-10-10 22:23:53+00,j24.sqlite
48:4B:D4:23:8F:BB,The Head Shop,42.98073820283507,-83.7127047122433,3,2024-03-24 22:31:33+00,s22.sqlite
D4:20:B0:9C:85:C5,MSetup,43.02372506818578,-83.69309344432762,3,2024-04-30 02:22:03+00,s22.sqlite
7E:BB:23:A4:53:4B,BUICK3722,42.97681596252642,-83.7692905079137,3,2025-07-26 13:40:55+00,j24.sqlite
A8:9F:EC:2D:EC:93,Longlivemymama2019,43.02689021281963,-83.69503468236644,3,2024-10-10 20:36:54+00,s22.sqlite
BA:9F:09:73:2F:1C,clbudd,43.023447576900494,-83.6968332118165,3,2025-08-01 23:48:18+00,j24.sqlite
5A:E4:03:0B:48:B7,myChevrolet 48B7,43.0115168725238,-83.65828401287149,3,2024-04-27 22:55:55+00,s22.sqlite
5A:E4:03:0C:13:E7,Audreys,43.023458294149194,-83.69686758055776,3,2024-04-28 21:50:24+00,s22.sqlite
5A:E4:03:4C:4B:47,myChevrolet 4b47,42.98471957286862,-83.7496432848755,3,2024-04-27 22:48:54+00,s22.sqlite
5A:E4:03:7D:E1:5E,myChevrolet E15E,43.02347990657849,-83.69681833956004,3,2024-04-29 15:58:12+00,s22.sqlite
5A:E4:03:96:B0:5D,myChevrolet B05D,43.023467564861065,-83.69678840827788,3,2024-05-26 20:11:08+00,s22.sqlite
5C:5B:35:55:7F:A3,MSetup,43.01787833333333,-83.69258166666665,3,2024-05-27 17:54:51+00,s22.sqlite
5C:5B:35:55:88:73,MSetup,43.01850833333333,-83.69302333333331,3,2024-05-27 18:01:29+00,s22.sqlite
5C:8F:E0:47:46:B0,Koko Brown 6,43.02389534486064,-83.69207403973833,3,2024-04-08 21:59:03+00,s22.sqlite
5E:60:BA:9A:84:F2,DIRECT-F2-HP OfficeJet Pro 8020,43.009210651686445,-83.68428809622709,3,2024-04-27 22:58:51+00,s22.sqlite
60:22:32:6A:78:CE,Meridian Land Surveying,43.009446717615766,-83.69056644773839,3,2024-03-31 21:44:14+00,s22.sqlite
60:38:E0:50:FC:CC,belkin.ccc,43.02966898755178,-83.69376338701524,3,2024-10-10 22:11:52+00,j24.sqlite
60:38:E0:50:FC:CF,belkin.ccc.guests,43.03053289398919,-83.69345556273966,3,2024-10-10 22:11:55+00,j24.sqlite
62:E6:F0:6B:EB:E6,Richard,42.98060785660841,-83.7126013055685,3,2024-03-24 22:42:31+00,s22.sqlite
62:E6:F0:8C:7E:02,myChevrolet Susan,42.990963982233275,-83.74110694944932,3,2024-04-27 22:51:10+00,s22.sqlite
62:E6:F0:E7:27:34,myGMC 2734,43.023379999999996,-83.69688,3,2024-06-03 22:59:53+00,s22.sqlite
68:79:12:A6:D1:D1,T-Mobile Hotspot_9290_2.4GHz,43.023525,-83.69674166666667,3,2024-06-03 20:14:52+00,s22.sqlite
6C:AE:F6:00:9B:E6,Delta Diva,43.0221994117369,-83.69338087439554,3,2024-05-27 18:05:09+00,s22.sqlite
70:8B:CD:86:81:10,magic_A,43.03564227714559,-83.69245749764431,3,2024-10-10 21:59:42+00,j24.sqlite
70:CA:97:57:49:18,MTA-Guest,43.01166428301362,-83.65426133348302,3,2024-04-27 22:56:32+00,s22.sqlite
78:61:7C:08:5C:0E,WiFi Hotspot 9055,43.02343292406126,-83.6967925546041,3,2024-10-06 18:09:23+00,j24.sqlite
78:61:7C:23:A4:FA,Colton Burgess,42.981373397205886,-83.75944881391737,3,2024-03-31 20:08:13+00,s22.sqlite
82:2D:13:9F:CD:C8,ATTI3a7aJ4_Guest,43.02368094647733,-83.69217554460155,3,2024-05-26 22:28:23+00,s22.sqlite
82:F7:CB:5A:FB:42,G33,43.023466679942075,-83.69692163891187,3,2024-04-09 19:34:27+00,s22.sqlite
86:2A:FD:A3:AD:87,DIRECT-87-HP ,42.983269008062486,-83.75289793414291,3,2024-04-13 21:49:50+00,s22.sqlite
88:3D:24:C0:87:9B,Thorsby,43.00822283627847,-83.68946888431947,3,2024-03-31 21:43:46+00,s22.sqlite
88:AD:43:A8:9D:A0,HOME-E63B-5,43.02395271701072,-83.69227856779675,3,2024-04-08 21:59:57+00,s22.sqlite
94:04:E3:28:EA:50,CBCI-9C71,43.03570537977858,-83.69208390051197,3,2024-10-10 22:06:15+00,j24.sqlite
94:04:E3:F2:73:94,CBCI-7390,43.016845405361295,-83.68899883587281,3,2024-10-02 17:26:09+00,j24.sqlite
98:18:88:C4:F9:6F,Hilton Honors,43.01689379089933,-83.69219848455351,3,2024-04-27 20:12:08+00,s22.sqlite
98:49:14:8B:4F:01,hum87990,43.011574879724236,-83.68678589866784,3,2024-04-13 22:15:57+00,s22.sqlite
98:C8:54:AA:48:08,Verizon_GC43R9,43.016845405361295,-83.68899883587281,3,2024-10-02 17:26:09+00,j24.sqlite
9A:49:14:4C:C2:E3,Scrapy1,43.021365899856995,-83.6938042519803,3,2024-05-26 20:50:49+00,s22.sqlite
9A:49:14:AD:B7:CB,myChevrolet,42.98375463977117,-83.75158607724177,3,2024-04-27 22:04:34+00,s22.sqlite
9C:B6:54:E0:5C:0F,HP-Print-0F-Deskjet 2540 series,43.00988341049984,-83.68979454452594,3,2024-04-27 20:13:50+00,s22.sqlite
A4:D7:95:2B:2C:DD,T-Mobile Hotspot_0787_2.4GHz,43.023482321637275,-83.6968193052105,3,2025-01-26 19:29:35+00,j24.sqlite
A8:40:0B:28:BE:42,HotspotN9yC,42.98264043482425,-83.75437963418025,3,2024-04-13 21:50:46+00,s22.sqlite
A8:46:9D:2A:69:82,StoreP,42.983163443262775,-83.7510255067423,3,2024-04-27 22:04:54+00,s22.sqlite
AC:DB:48:68:94:FC,Samurai Galaxy Home,43.03553504254378,-83.69350592926911,3,2024-10-10 22:05:02+00,j24.sqlite
B0:7F:B9:4C:40:AC,ATT9HMW63g_EXT,43.01905996190593,-83.6941866862923,3,2024-04-13 20:11:42+00,s22.sqlite
B8:EC:A3:F8:91:7B,Local332,43.01268511259217,-83.6542179620124,3,2024-04-27 22:57:10+00,s22.sqlite
B4:79:C8:47:98:08,MTA-Guest,43.01072579185967,-83.65453565250222,3,2024-04-27 22:56:21+00,s22.sqlite
B8:5E:71:31:A4:CF,Planted-WiFi,42.98061916330752,-83.71267028928328,3,2024-03-24 22:31:50+00,s22.sqlite
BA:7B:A3:F8:91:7C,Guest-Local332,43.01268511259217,-83.6542179620124,3,2024-04-27 22:57:10+00,s22.sqlite
BA:9F:09:10:05:C9,myChevrolet,43.02345937275958,-83.6967680811028,3,2024-10-08 19:00:00+00,j24.sqlite
BA:9F:09:C3:D9:BF,Truck Wifi,43.01352459035486,-83.69065417400824,3,2024-04-24 17:53:46+00,s22.sqlite
BA:A5:35:A6:5E:4B,midnight,43.02689042601425,-83.69482447146692,3,2024-04-28 18:15:35+00,s22.sqlite
BC:82:5D:0F:30:12,jesica w,42.981691744043324,-83.75937222264609,3,2024-03-31 19:39:14+00,s22.sqlite
BC:82:5D:26:FC:34,WiFi Hotspot 2062,43.01611407978842,-83.68903880944812,3,2024-04-13 22:18:19+00,s22.sqlite
BC:82:5D:B5:FD:EB,Grim Reaper,43.0234800212386,-83.69681853399487,3,2024-04-10 17:47:25+00,s22.sqlite
BC:98:DF:FE:34:90,MOTOA431,43.025283001348114,-83.69728197530232,3,2024-04-28 18:14:06+00,s22.sqlite
BE:75:36:63:C4:1C,myChevrolet,43.02345153147551,-83.69681014881506,3,2024-04-27 22:47:16+00,s22.sqlite
BE:75:36:D8:8D:C1,Toye Martin,43.023478504134815,-83.69681753503491,3,2024-04-10 17:13:16+00,s22.sqlite
C0:A0:0D:1C:32:D8,HOME-1D9D-2.4,43.02405787375069,-83.69333229913364,3,2024-04-28 17:48:19+00,s22.sqlite
C4:49:BB:32:E1:DE,wayneschevy,43.023006839832966,-83.6955254815945,3,2024-04-10 15:10:03+00,s22.sqlite
C4:49:BB:3B:B6:72,mestevenson64,43.02344732397682,-83.69682645953576,3,2024-04-20 03:39:11+00,s22.sqlite
C4:49:BB:44:A6:72,Pro Street  one,43.023436666666676,-83.69674666666667,3,2024-06-06 18:03:29+00,s22.sqlite
C4:49:BB:47:58:DC,Vincent,42.97716215220961,-83.7677826736069,3,2025-01-28 23:44:27+00,j24.sqlite
C4:49:BB:9F:F8:3E,Chevy 2018,43.023451670327596,-83.69687667032758,3,2025-08-12 12:59:59+00,g63.sqlite
C4:49:BB:A1:DC:26,WiFi Hotspot 3138,42.984130877391316,-83.75084489315779,3,2025-01-28 23:52:57+00,j24.sqlite
C4:49:BB:F0:DC:A5,Lugens Regal,43.01080186718928,-83.67480450343272,3,2024-04-27 22:58:14+00,s22.sqlite
C4:49:BB:F2:9A:6E,daydays wifi,43.023473333333335,-83.69678666666665,3,2024-05-29 17:10:44+00,s22.sqlite
C4:49:BB:F6:06:40,Herbie,43.02369279049074,-83.69320864789371,3,2024-04-05 15:45:46+00,s22.sqlite
C4:5B:BE:8A:79:5D,Keurig-C45BBE8A795C,43.01503077578739,-83.69145514890029,3,2024-04-24 17:50:57+00,s22.sqlite
C8:63:FC:40:51:BA,Neisha,43.02693644704327,-83.69777762372043,3,2024-04-28 17:39:50+00,s22.sqlite
C8:9E:43:8F:C4:F8,OLV-Secure.5,43.02029832710621,-83.69333275897502,3,2024-05-27 17:47:13+00,s22.sqlite
CE:22:26:76:0B:7E,Malibu,43.02389933828187,-83.6918170238181,3,2024-06-04 00:25:25+00,s22.sqlite
CE:22:26:97:87:06,BLAZER1,43.02342166666667,-83.69681,3,2024-05-28 00:15:48+00,s22.sqlite
CE:22:26:A4:51:CC,QueenB,43.0355734505003,-83.69319716983142,3,2024-10-10 22:37:06+00,j24.sqlite
CE:22:26:B4:9F:1A,RoyWayne,43.023469999999996,-83.69681666666665,3,2024-05-31 16:11:03+00,s22.sqlite
CE:22:26:F8:0C:6C,Trailblazer,43.023393333333324,-83.69697666666667,3,2024-05-31 18:03:28+00,s22.sqlite
D4:DC:09:5F:32:F4,MSetup,43.01970333333334,-83.69363166666666,3,2024-05-27 18:03:09+00,s22.sqlite
D4:DC:09:60:CA:CB,MSetup,43.01740322327209,-83.69406287248825,3,2024-04-27 20:11:26+00,s22.sqlite
D4:DC:09:60:CB:23,MSetup,43.01996333333333,-83.69231333333333,3,2024-05-27 17:49:25+00,s22.sqlite
D8:EC:E5:61:CB:FD,FGG - Secure,43.01605922409976,-83.68913104517871,3,2024-03-31 21:47:17+00,s22.sqlite
DA:1E:C9:CA:3F:E3,Galaxy Z Flip3 5G D764,43.02356499999999,-83.69665833333332,3,2024-05-31 16:30:44+00,s22.sqlite
DC:EB:69:E4:BE:8C,VCR1948,43.03088964109378,-83.69344117957007,3,2024-10-10 22:11:21+00,j24.sqlite
DE:CD:2F:99:02:66,DIRECT-KW-EPSON-WF-4830 Series,42.980190887727396,-83.75897206912876,3,2024-04-27 21:55:59+00,s22.sqlite
E0:1C:41:5A:AB:95,KUW,43.01759284986876,-83.69413210748888,3,2024-04-27 20:11:24+00,s22.sqlite
E0:23:FF:49:D4:EB,Wifi_Print,42.980135700419694,-83.75895807124267,3,2024-04-27 22:03:24+00,s22.sqlite
E0:91:F5:B4:FE:90,It Hurts When IP,42.97173204485693,-83.69276968342595,3,2024-03-24 22:37:21+00,s22.sqlite
E2:47:4C:51:80:BE,REVVL V+ 5G,43.02361029928027,-83.69568111080387,3,2024-04-25 16:38:14+00,s22.sqlite
E2:55:A8:0E:8F:12,BSPS-Student,42.980460997207764,-83.76137179649974,3,2024-04-27 20:23:59+00,s22.sqlite
E2:70:EA:E8:3C:5B,DIRECT-5B-HP OfficeJet Pro 8020,43.02051058454243,-83.69454804711509,3,2024-04-27 20:09:41+00,s22.sqlite
E8:FC:AF:B4:9F:67,ngHub_319448N900921,42.981353525256445,-83.75956780703623,3,2024-03-31 20:38:03+00,s22.sqlite
EC:A8:1F:FE:BE:18,JuicySeafood3583,42.98331270721203,-83.75128447339029,3,2024-04-27 22:04:48+00,s22.sqlite
EC:AA:A0:A0:AF:88,HOME-2BE2-2.4,43.0031136961523,-83.69437378949125,3,2024-04-27 22:54:06+00,s22.sqlite
F0:21:E0:66:F5:0B,Centrè Of Beauty Guest,42.98343382157802,-83.7528352934791,3,2024-04-27 22:04:18+00,s22.sqlite
F0:9F:C2:C9:3C:52,SA Gaming,43.0168634246553,-83.69364656184204,3,2024-04-27 20:12:01+00,s22.sqlite
F0:AB:54:13:70:1C,Murphys Malibu,43.03536719517729,-83.69354125720517,3,2024-10-10 20:47:40+00,j24.sqlite
F0:AB:54:3E:07:66,Nicole,43.024404570408485,-83.69800571536194,3,2024-03-24 20:05:58+00,s22.sqlite
F0:AB:54:B2:E1:5D,micheal25,43.023518333333335,-83.69662833333332,3,2024-05-31 17:45:26+00,s22.sqlite
F8:79:0A:42:30:14,QueenBaby,43.033464478091915,-83.69384409312951,3,2024-10-10 22:08:07+00,j24.sqlite
F8:96:FE:09:AE:E6,myChevrolet2981,43.023423329374964,-83.69683167062503,3,2025-08-12 14:38:26+00,g63.sqlite
F8:D9:B8:0E:D5:A3,DQ Admin,42.97024224422134,-83.67221430896183,3,2024-03-24 22:54:44+00,s22.sqlite
F8:F5:32:8D:5D:C3,HOME-AC2F,43.02609843214157,-83.69726974783589,3,2024-04-28 17:41:23+00,s22.sqlite
FA:9F:C2:C9:3C:52,TSA Flint Citadel,43.01700679856751,-83.6937731122923,3,2024-04-27 20:11:56+00,s22.sqlite
FC:DB:21:1E:B4:61,CRVN,42.987363773423475,-83.72273364576098,3,2024-04-27 20:17:15+00,s22.sqlite
00:14:3E:AF:1F:E1,PAS-RIG,43.02344645922827,-83.69681243289605,3,2025-07-15 00:08:36+00,j24.sqlite
00:26:B4:96:B7:18,SYNC_XTCCWCHK,43.0235416681076,-83.69680833187078,3,2025-06-09 19:04:28+00,s22.sqlite
00:54:AF:35:41:63,Hotspot4163,43.02343167153291,-83.69677832846706,3,2025-07-14 23:47:38+00,s22.sqlite
00:54:AF:F9:58:06,Hotspot5806,43.02340766145567,-83.69682074304755,3,2025-09-22 14:03:25+00,j24.sqlite
02:24:A5:C5:D8:EE,myChevrolet3131,43.02347875260485,-83.69682437339776,3,2025-07-22 16:46:26+00,j24.sqlite
02:92:A5:86:6A:05,myChevrolet5556,43.02343000683169,-83.6968633203969,3,2025-01-26 16:27:25+00,s22.sqlite
10:86:8C:67:1B:8E,XFSETUP-1B90,43.026893737506974,-83.69568453921576,3,2024-10-10 20:36:27+00,s22.sqlite
1E:9D:72:FF:63:19,SteelerNation,42.943648938383504,-83.75681314976816,3,2025-08-24 22:37:43+00,j24.sqlite
26:3F:0B:B9:DF:66,HearingLife-Guest,42.977917037407174,-83.76654864310964,3,2025-05-26 21:21:17+00,j24.sqlite
5A:E4:03:8B:E4:2C,Bmean1,43.02339833333334,-83.69681,3,2025-07-24 17:41:02+00,s22.sqlite
AC:DF:9F:69:8B:D0,Spectaclellc,43.021167086451094,-83.69690567449408,3,2025-05-22 14:21:42+00,s22.sqlite
BC:82:5D:30:D1:12,DavidZarra,43.02339486669928,-83.6967971102407,3,2025-08-02 23:34:52+00,j24.sqlite
BC:82:5D:5D:84:A7,WiFi Hotspot 0792,43.02360832991259,-83.6967283299975,3,2025-01-25 17:44:21+00,s22.sqlite
BC:82:5D:A7:4A:0C,MyTraverse,43.03576616072546,-83.6920791425691,3,2025-04-19 20:46:14+00,j24.sqlite
F0:21:E0:49:89:C5,Flint Court Street UMC,43.0119785166189,-83.68938549545607,3,2025-10-12 02:59:39+00,s22.sqlite
F0:AB:54:0F:56:3B,Clarence n Susan,43.02394509065036,-83.69259404902374,3,2025-04-28 16:52:42+00,s22.sqlite
F0:AB:54:53:09:BD,Green envy,43.02350492038482,-83.69686332885372,3,2025-09-21 20:44:56+00,s22.sqlite
FA:CB:BC:BF:E5:E4,ADConnect,42.97551585017056,-83.77178616128958,3,2025-07-12 20:44:56+00,j24.sqlite
FC:EC:DA:BD:EC:CB,WINSHQ WiFi,42.975427541934785,-83.67288545177362,3,2025-07-12 20:36:12+00,s22.sqlite
16:4E:AF:E2:C7:32,JeanGREY3,43.02369287919849,-83.69320845349594,3,2024-06-03 18:34:40+00,s22.sqlite
00:14:3E:4A:8A:F0,N690510215011035,43.023422772095614,-83.69683290834782,3,2024-10-08 20:51:52+00,j24.sqlite
00:14:3E:A3:BB:00,GreatLakesMobile,43.023495000000004,-83.696795,3,2024-05-31 13:03:02+00,s22.sqlite
00:54:AF:E3:6E:F4,Hotspot6EF4,43.023540000000004,-83.69662000000001,3,2024-05-31 16:33:50+00,s22.sqlite
00:92:A5:65:AF:FD,myChevrolet3612,43.023475307312054,-83.69681980778566,3,2024-04-10 17:34:12+00,s22.sqlite
02:12:63:05:6E:D0,Verizon_JTKT34_Guest,43.016224769729526,-83.68706612323821,3,2024-03-25 18:17:09+00,s22.sqlite
02:18:4A:05:9C:02,taranis,42.983171514166436,-83.75108660382924,3,2024-04-27 22:04:53+00,s22.sqlite
02:24:A5:8F:94:32,BIG CRAIG,43.02337092868683,-83.69687630484101,3,2025-01-26 19:32:20+00,j24.sqlite
02:2D:3D:38:50:32,HP034183,43.01728163643661,-83.69007956136225,3,2024-03-25 18:33:47+00,s22.sqlite
02:54:AF:F2:31:08,Hotspot3108,43.023467570067325,-83.69691080731033,3,2024-04-13 20:03:53+00,s22.sqlite
02:68:EB:43:EE:16,DIRECT-16-HP OfficeJet Pro 8020,43.02224833333333,-83.696245,3,2024-05-27 18:08:41+00,s22.sqlite
02:92:A5:AE:C9:A5,myBuick2563,43.023445539021836,-83.6968006979459,3,2025-01-26 19:08:21+00,j24.sqlite
10:05:01:10:EF:88,Nana OG,43.02387333333333,-83.69195166666665,3,2024-05-30 21:04:52+00,s22.sqlite
10:56:11:6E:55:86,WILLIAMS,43.02542190936153,-83.69476598722153,3,2024-10-10 22:15:19+00,j24.sqlite
10:62:E5:2D:04:0C,DIRECT-0B-HP OfficeJet 3830,43.01322027709248,-83.69033155303119,3,2024-04-24 17:54:17+00,s22.sqlite
10:86:8C:E7:FD:A8,Hope,43.016845405361295,-83.68899883587281,3,2024-10-02 17:26:09+00,j24.sqlite
12:E8:A7:03:CC:FC,myChevrolet CCFC,42.988801507856024,-83.74067871146029,3,2024-04-27 22:50:28+00,s22.sqlite
12:E8:A7:34:5F:23,MikesChevroletTrailboss,43.023434735527104,-83.69685339195048,3,2025-01-26 21:16:45+00,j24.sqlite
12:E8:A7:48:18:9B,myChevrolet 189B,43.02353166666667,-83.69674666666667,3,2024-06-01 18:39:13+00,s22.sqlite
12:E8:A7:7F:DF:63,myChevrolet,43.02339,-83.69673166666668,3,2024-05-31 13:12:53+00,s22.sqlite
18:A5:FF:5E:56:2C,TMOBILE-562A,43.03570156856366,-83.6920855222383,3,2024-10-10 22:05:41+00,j24.sqlite
1C:BF:CE:5A:63:5C,Genesee County Guest-PRO-2.4G,43.01375626360379,-83.69079320496994,3,2024-04-24 17:53:23+00,s22.sqlite
22:AD:56:4B:4C:40,Hotspot4C40,42.983957190861524,-83.75146693882948,3,2024-04-27 20:20:49+00,s22.sqlite
24:D7:9C:C4:41:E6,SOMIOT,43.0185613073893,-83.69172424440589,3,2024-04-10 14:53:48+00,s22.sqlite
28:C2:DD:72:C1:B1,GreatLakesMobile,43.02341821571279,-83.69680868755985,3,2024-10-08 19:30:01+00,j24.sqlite
2A:03:EB:3D:21:AA,myChevrolet0865,43.023735,-83.69335500000001,3,2024-06-03 18:28:04+00,s22.sqlite
2A:BF:CB:5F:80:2D,HD67,43.02344166666667,-83.69673166666668,3,2024-05-31 15:55:43+00,s22.sqlite
2C:05:47:9F:14:A2,70mai_d06_14a2,42.98072359126117,-83.75875930760989,3,2024-04-29 17:22:14+00,s22.sqlite
2E:DC:AD:C3:CC:DB,DIRECT-Am-dreamland,42.991344575355605,-83.74231741131197,3,2024-03-31 21:39:37+00,s22.sqlite
2E:DC:AD:F1:5E:E2,DIRECT-gl-myChevrolet,43.0120431960426,-83.68937806873843,3,2024-04-24 17:56:13+00,s22.sqlite
2E:DC:AD:F6:0F:AA,DIRECT-SR-myChevrolet,42.978716731174565,-83.76465960797849,3,2025-01-28 23:42:19+00,j24.sqlite
30:86:2D:92:20:40,Culvers,42.98308956315117,-83.75375346152208,3,2024-04-27 20:21:02+00,s22.sqlite
32:2F:40:B0:49:80,HD65 Choice,43.023406670439336,-83.69686832984415,3,2024-03-26 08:57:21+00,s22.sqlite
3C:2D:9E:CF:60:3C,DNA Tax 4511,42.97677258830694,-83.76940489849744,3,2025-01-28 23:41:30+00,j24.sqlite
78:61:7C:11:2A:24,Edna Car,43.02395836569954,-83.69267795457402,3,2024-10-08 15:13:55+00,s22.sqlite
78:61:7C:4F:18:1C,WiFi Hotspot 4422,43.02345316667405,-83.69681482393095,3,2025-07-23 01:34:26+00,j24.sqlite
4A:00:FA:57:68:C6,New Jay,42.981003997851076,-83.7587866350287,3,2024-04-13 21:43:50+00,s22.sqlite
4A:9E:BD:B1:81:0C,DIRECT-0C-HP OfficeJet Pro 8030,43.026586424831486,-83.69843988794528,3,2024-04-28 17:38:43+00,s22.sqlite
54:A2:74:BE:5A:B4,Target Guest Wi-Fi,42.983975768037816,-83.74842667730042,3,2024-04-27 22:41:26+00,s22.sqlite
58:FB:96:6D:86:15,Mitel LAN,43.007643126769025,-83.68258820864142,3,2024-03-24 22:59:32+00,s22.sqlite
5A:A7:56:F9:C7:05,Merrow,43.00919367963514,-83.69038828161267,3,2024-03-31 21:44:01+00,s22.sqlite
5A:E4:03:09:A0:06,myChevrolet a006,43.023403333333334,-83.69688666666667,3,2024-05-31 18:39:58+00,s22.sqlite
5A:E4:03:1F:1D:5C,myGMCLarry,43.02365499999999,-83.69674833333332,3,2024-05-31 18:25:57+00,s22.sqlite
5A:E4:03:A9:CE:D9,myChevrolet CED9,43.023499405551306,-83.69682252596118,3,2025-01-30 03:54:53+00,j24.sqlite
5C:5B:35:55:88:43,MSetup,43.01787666666667,-83.692585,3,2024-05-27 17:55:19+00,s22.sqlite
5C:5B:35:55:8A:83,MSetup,43.01786666666667,-83.69257666666665,3,2024-05-27 17:54:16+00,s22.sqlite
5C:5B:35:55:90:53,MSetup,43.018435,-83.69268666666667,3,2024-05-27 18:01:11+00,s22.sqlite
5C:5B:35:55:A8:83,MSetup,43.01918666666667,-83.693415,3,2024-05-27 18:08:58+00,s22.sqlite
5C:5B:35:DD:73:A3,MSetup,43.019838889844934,-83.69195739703592,3,2024-05-27 17:49:41+00,s22.sqlite
5C:8F:E0:A1:41:C6,Niesja,43.03233751990563,-83.6934895079853,3,2024-10-10 22:09:32+00,j24.sqlite
5C:B0:66:0B:05:33,SirLong,43.01560361333233,-83.68686451450488,3,2024-10-02 17:34:57+00,j24.sqlite
5E:7D:7D:33:BE:A0,marie1987,43.027568295412635,-83.6934257651046,3,2024-10-10 22:15:47+00,j24.sqlite
60:22:32:6C:50:D4,Meridian Land Surveying,43.009368268852114,-83.69054524244956,3,2024-03-31 21:44:07+00,s22.sqlite
62:E6:F0:0C:1B:C1,myChevrolet 1bc1,43.021431162150705,-83.69366271786886,3,2024-04-13 22:20:38+00,s22.sqlite
